LABEL,TEXT
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
smishing,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382
ham,Lara said she can loan me  &lt;#&gt; .
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,"K I'm ready,  &lt;#&gt; ?"
ham,Hurry home. Soup is DONE!
ham,"Oh, then your phone phoned me but it disconnected"
ham,When did dad get back.
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,As in i want custom officer discount oh.
ham,Alright. I'm out--have a good night!
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,U guys never invite me anywhere :(
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends.
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Where at were hungry too
ham,What time should I tell my friend to be around?
smishing,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham,It's Ã© only $140 ard...Ã‰ rest all ard $180 at least...Which is Ã© price 4 Ã© 2 bedrm ($900)
ham,"Aight, you close by or still down around alex's place?"
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,Do Ã¼ noe if ben is going?
ham,"Theoretically yeah, he could be able to come"
ham,You stayin out of trouble stranger!!saw Dave the other day heÂ’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. "
spam,88066 FROM 88066 LOST 3POUND HELP
ham,"Aight no rush, I'll ask jay"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,U can call me now...
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,Call me when you get the chance plz &lt;3
smishing,"Nationwide has noticed your debit card was recently used on 29-11-2016 15:04:43, at APPLE ONLINE STORE for 1267.00 GBP If not you please urgently call fraud prevention on 03303800231 or Int +443303800231. Do not reply by SMS http://www.Nationwide.co.uk"
spam,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham,WOT U WANNA DO THEN MISSY?
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
ham,Noice. Text me when you're here
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. "
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Hi! You just spoke to TANUSHA. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.
smishing,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
ham,Den wat will e schedule b lk on sun?
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Didn't you get hep b immunisation in nigeria.
ham,Is avatar supposed to have subtoitles
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
spam,ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(www.bsaitm.in) JOIN BSAITM VIKASPURI 9873000679/9650354070
ham,Indeed and by the way it was either or - not both !
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN.
ham,Have you finished work yet? :)
ham,Surely result will offer:)
ham,DO U WANT 2 MEET UP 2MORRO
ham,Are you not around or just still asleep? :V
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
smishing,	Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,I though we shd go out n have some fun so bar in town or something â€“ sound ok?
smishing,	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,"Sorry, I'll call later at night"
ham,I dont know why she.s not getting your messages
ham,You are a big chic. Common. Declare
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,Holy living christ what is taking you so long
ham,Aiyo please Ã¼ got time meh.
smishing,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
smishing,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Detroit. The home of snow. Enjoy it.
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friendsï¿½."
ham,"Tick, tick, tick ... Babe"
ham,"Carlos took a while (again), we leave in a minute"
ham,"Awesome, that gonna be soon or later tonight?"
ham,"Okey dokey, iâ€˜ll be over in a bit just sorting some stuff out."
smishing,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! "
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,Are you still getting the goods.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,Got smaller capacity one? Quite ex...
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,Was playng 9 doors game and gt racing on phone lol
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,Do you know where my lab goggles went
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,"not that I know of, most people up here are still out of town"
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,Ok... Sweet dreams...
ham,Re your call; You didn't see my facebook huh?
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . ."
ham,I will vote for wherever my heart guides me
ham,I think just yourself â€¦Thanks and see you tomo
ham,All sounds good. Fingers . Makes it difficult to type
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
spam,nterested to keep your Nokia secure from theft? You can with F-Secure Mobile Security. Download free trial: http://store.ovi.com/publisher/F-Secure/?cid=f
ham,Cause I'm not freaky lol
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,Where u been hiding stranger?
ham,What * u wearing?
smishing,"As a valued customer, I am pleased to advise you that following recent draw of your Mobile No. you are awarded with a Rs.2,00,000 Bonus Prize, call 6200992462"
ham,Takin a shower now but yeah I'll leave when I'm done
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
smishing,"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with ï¿½ 1500 Bonus Prize, call 09066364589"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,Did u got that persons storyï¿½Anyhow..
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,Yes but I don't care cause I know its there!
ham,Was gr8 to see that message. So when r u leaving? Congrats dear.
spam,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+"
ham,So why didnt you holla?
ham,See? I thought it all through
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
ham,"It's wylie, you in tampa or sarasota?"
